source	function	category	status	provider	calls	books	returns
EXCEL	FIND	text	have	text	0	0	find_text, within_text, [start_num]
EXCEL	FINDB	text	have	BuiltinTextFunctions.find — Western locale, ADR-002	0	0	find_text, within_text, [start_num]
EXCEL	FIXED	text	have	text	0	0	number, [decimals], [no_commas]
EXCEL	LEFT	text	have	text	17	1	text, [num_chars]
EXCEL	LEFTB	text	have	BuiltinTextFunctions.left — Western locale, ADR-002	0	0	UNCONFIRMED
EXCEL	LEN	text	have	text	0	0	text
EXCEL	LENB	text	have	BuiltinTextFunctions.len — Western locale, ADR-002	0	0	UNCONFIRMED
EXCEL	LOWER	text	have	text	0	0	text
EXCEL	MID	text	have	text	0	0	text, start_num, num_chars
EXCEL	MIDB	text	have	BuiltinTextFunctions.mid — Western locale, ADR-002	0	0	UNCONFIRMED
EXCEL	NUMBERVALUE	text	have	text	0	0	Text, [Decimal_separator], [Group_separator]
EXCEL	PHONETIC	text	have	BuiltinPhonetic + SwiftXLSX 0.24.0 rPh reading	0	0	reference
EXCEL	PROPER	text	have	text	0	0	text
EXCEL	REGEXEXTRACT	text	have	NSRegularExpression	0	0	text, pattern, [return_mode], [case_sensitivity]
EXCEL	REGEXREPLACE	text	have	NSRegularExpression	0	0	text, pattern, replacement, [occurrence], [case_sensitivity]
EXCEL	REGEXTEST	text	have	NSRegularExpression	0	0	text, pattern, [case_sensitivity]
EXCEL	REPLACE	text	have	text	0	0	old_text, start_num, num_chars, new_text
EXCEL	REPLACEB	text	have	BuiltinTextFunctions.replace — Western locale, ADR-002	0	0	UNCONFIRMED
EXCEL	REPT	text	have	text	0	0	text, number_times
EXCEL	RIGHT	text	have	text	61	13	text,[num_chars]
EXCEL	RIGHTB	text	have	BuiltinTextFunctions.right — Western locale, ADR-002	0	0	UNCONFIRMED
EXCEL	SEARCH	text	have	text	0	0	find_text, within_text, [start_num]
EXCEL	SEARCHB	text	have	BuiltinTextFunctions.search — Western locale, ADR-002	0	0	UNCONFIRMED
EXCEL	SUBSTITUTE	text	have	text	0	0	text, old_text, new_text, [instance_num]
EXCEL	T	text	have	text	0	0	value
EXCEL	TEXT	text	have	text	51	24	value, format_text
EXCEL	TEXTAFTER	text	have	text	0	0	text,delimiter,[instance_num], [match_mode], [match_end], [if_not_found]
EXCEL	TEXTBEFORE	text	have	text	0	0	text,delimiter,[instance_num], [match_mode], [match_end], [if_not_found]
EXCEL	TEXTJOIN	text	have	text	0	0	delimiter, ignore_empty, text1, [text2], ...
EXCEL	TEXTSPLIT	text	have		0	0	text,col_delimiter,[row_delimiter],[ignore_empty], [match_mode], [pad_with]
EXCEL	TRANSLATE	text	out of scope	network service, as cube/web	0	0	text, [source_language], [target_language]
EXCEL	TRIM	text	have	text	0	0	text
EXCEL	UNICHAR	text	have	text	0	0	number
EXCEL	UNICODE	text	have	text	0	0	text
EXCEL	UPPER	text	have	text	0	0	text
EXCEL	VALUE	text	have	text	0	0	text
EXCEL	VALUETOTEXT	text	have		0	0	value, [format]
EXCEL	JIS	text	have	BuiltinTextWidthFunctions — same function as DBCS	0	0	text
EXCEL	DAVERAGE	database	have		0	0	database, field, criteria
EXCEL	DCOUNT	database	have		0	0	database, field, criteria
EXCEL	DCOUNTA	database	have		0	0	database, field, criteria
EXCEL	DGET	database	have		0	0	database, field, criteria
EXCEL	DMAX	database	have		0	0	database, field, criteria
EXCEL	DMIN	database	have		0	0	database, field, criteria
EXCEL	DPRODUCT	database	have		0	0	database, field, criteria
EXCEL	DSTDEV	database	have		0	0	database, field, criteria
EXCEL	DSTDEVP	database	have		0	0	database, field, criteria
EXCEL	DSUM	database	have		0	0	database, field, criteria
EXCEL	DVAR	database	have		0	0	database, field, criteria
EXCEL	DVARP	database	have		0	0	database, field, criteria
EXCEL	CUBEKPIMEMBER	cube	out of scope		0	0	connection, kpi_name, kpi_property, [caption]
EXCEL	CUBEMEMBER	cube	out of scope		0	0	connection, member_expression, [caption]
EXCEL	CUBEMEMBERPROPERTY	cube	out of scope		0	0	connection, member_expression, property
EXCEL	CUBERANKEDMEMBER	cube	out of scope		0	0	connection, set_expression, rank, [caption]
EXCEL	CUBESET	cube	out of scope		0	0	connection, set_expression, [caption], [sort_order], [sort_by]
EXCEL	CUBESETCOUNT	cube	out of scope		0	0	set
EXCEL	CUBEVALUE	cube	out of scope		0	0	connection, [member_expression1], [member_expression2], ...
EXCEL	ENCODEURL	web	out of scope		0	0	text
EXCEL	FILTERXML	web	out of scope		0	0	xml, xpath
EXCEL	WEBSERVICE	web	out of scope		0	0	url
EXCEL	BESSELI	engineering	have	BusinessMath	0	0	X, N
EXCEL	BESSELJ	engineering	have	BusinessMath	0	0	X, N
EXCEL	BESSELK	engineering	have	BusinessMath	0	0	X, N
EXCEL	BESSELY	engineering	have	BusinessMath	0	0	X, N
EXCEL	BIN2DEC	engineering	have	math	0	0	number
EXCEL	BIN2HEX	engineering	have	engineering	0	0	number, [places]
EXCEL	BIN2OCT	engineering	have	engineering	0	0	number, [places]
EXCEL	BITAND	engineering	have	engineering	0	0	number1, number2
EXCEL	BITLSHIFT	engineering	have	engineering	0	0	number, shift_amount
EXCEL	BITOR	engineering	have	engineering	0	0	number1, number2
EXCEL	BITRSHIFT	engineering	have	engineering	0	0	number, shift_amount
EXCEL	BITXOR	engineering	have	engineering	0	0	number1, number2
EXCEL	COMPLEX	engineering	have	swift-numerics	0	0	real_num, i_num, [suffix]
EXCEL	CONVERT	engineering	have	SwiftExcelFunctions	0	0	number,from_unit,to_unit
EXCEL	DEC2BIN	engineering	have	math	0	0	number, [places]
EXCEL	DEC2HEX	engineering	have	math	0	0	number, [places]
EXCEL	DEC2OCT	engineering	have	math	0	0	number, [places]
EXCEL	DELTA	engineering	have	engineering	0	0	number1, [number2]
EXCEL	ERF	engineering	have	engineering	0	0	lower_limit,[upper_limit]
EXCEL	ERF.PRECISE	engineering	have	engineering	0	0	x
EXCEL	ERFC	engineering	have	engineering	0	0	x
EXCEL	ERFC.PRECISE	engineering	have	engineering	0	0	x
EXCEL	GESTEP	engineering	have	engineering	0	0	number, [step]
EXCEL	HEX2BIN	engineering	have	engineering	0	0	number, [places]
EXCEL	HEX2DEC	engineering	have	math	0	0	number
EXCEL	HEX2OCT	engineering	have	engineering	0	0	number, [places]
EXCEL	IMABS	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMAGINARY	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMARGUMENT	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMCONJUGATE	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMCOS	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMCOSH	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMCOT	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMCSC	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMCSCH	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMDIV	engineering	have	swift-numerics	0	0	inumber1, inumber2
EXCEL	IMEXP	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMLN	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMLOG10	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMLOG2	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMPOWER	engineering	have	swift-numerics	0	0	inumber, number
EXCEL	IMPRODUCT	engineering	have	swift-numerics	0	0	inumber1, [inumber2], ...
EXCEL	IMREAL	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMSEC	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMSECH	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMSIN	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMSINH	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMSQRT	engineering	have	swift-numerics	0	0	inumber
EXCEL	IMSUB	engineering	have	swift-numerics	0	0	inumber1, inumber2
EXCEL	IMSUM	engineering	have	swift-numerics	0	0	inumber1, [inumber2], ...
EXCEL	IMTAN	engineering	have	swift-numerics	0	0	inumber
EXCEL	OCT2BIN	engineering	have	engineering	0	0	number, [places]
EXCEL	OCT2DEC	engineering	have	math	0	0	number
EXCEL	OCT2HEX	engineering	have	engineering	0	0	number, [places]
EXCEL	BETADIST	compatibility	have	always cumulative; BETA.DIST takes the flag as a REQUIRED MIDDLE argument	0	0	x,alpha,beta,[A],[B]
EXCEL	BETAINV	compatibility	have	SwiftExcelFunctions	0	0	probability,alpha,beta,[A],[B]
EXCEL	BINOMDIST	compatibility	have	SwiftExcelFunctions	0	0	number_s,trials,probability_s,cumulative
EXCEL	CEILING	compatibility	have	math	2	2	number, significance
EXCEL	CHIDIST	compatibility	have	alias of CHISQ.DIST.RT — right tail, NOT CHISQ.DIST	0	0	x,deg_freedom
EXCEL	CHIINV	compatibility	have	alias of CHISQ.INV.RT — right tail, NOT CHISQ.INV	0	0	probability,deg_freedom
EXCEL	CHITEST	compatibility	have	SwiftExcelFunctions	0	0	actual_range,expected_range
EXCEL	CONFIDENCE	compatibility	have	SwiftExcelFunctions	0	0	alpha,standard_dev,size
EXCEL	COVAR	compatibility	have	bindings	25	1	array1,array2
EXCEL	CRITBINOM	compatibility	have	SwiftExcelFunctions	0	0	trials,probability_s,alpha
EXCEL	EXPONDIST	compatibility	have	SwiftExcelFunctions	0	0	x,lambda,cumulative
EXCEL	FDIST	compatibility	have	alias of F.DIST.RT — right tail, NOT F.DIST	0	0	x,deg_freedom1,deg_freedom2
EXCEL	FINV	compatibility	have	alias of F.INV.RT — right tail, NOT F.INV	0	0	probability,deg_freedom1,deg_freedom2
EXCEL	FLOOR	compatibility	have	math	0	0	number, significance
EXCEL	FTEST	compatibility	have	SwiftExcelFunctions	0	0	array1,array2
EXCEL	GAMMADIST	compatibility	have	SwiftExcelFunctions	0	0	x,alpha,beta,cumulative
EXCEL	GAMMAINV	compatibility	have	SwiftExcelFunctions	0	0	probability,alpha,beta
EXCEL	HYPGEOMDIST	compatibility	have	SwiftExcelFunctions	0	0	sample_s,number_sample,population_s,number_pop
EXCEL	LOGINV	compatibility	have	SwiftExcelFunctions	0	0	probability, mean, standard_dev
EXCEL	LOGNORMDIST	compatibility	have	always cumulative; LOGNORM.DIST takes the flag as a required argument	0	0	x,mean,standard_dev
EXCEL	MODE	compatibility	have	mode	0	0	number1,[number2],...
EXCEL	NEGBINOMDIST	compatibility	have	SwiftExcelFunctions	0	0	number_f,number_s,probability_s
EXCEL	NORMDIST	compatibility	have	bindings	0	0	x,mean,standard_dev,cumulative
EXCEL	NORMINV	compatibility	have	bindings	0	0	probability,mean,standard_dev
EXCEL	NORMSDIST	compatibility	have	bindings	0	0	z
EXCEL	NORMSINV	compatibility	have	bindings	0	0	probability
EXCEL	PERCENTILE	compatibility	have	stats	0	0	array,k
EXCEL	PERCENTRANK	compatibility	have	SwiftExcelFunctions	0	0	array,x,[significance]
EXCEL	POISSON	compatibility	have	SwiftExcelFunctions	0	0	x,mean,cumulative
EXCEL	QUARTILE	compatibility	have	SwiftExcelFunctions	0	0	array,quart
EXCEL	RANK	compatibility	have	bindings	0	0	number,ref,[order]
EXCEL	STDEV	compatibility	have	stats	5	1	number1,[number2],...
EXCEL	STDEVP	compatibility	have	stats	0	0	number1,[number2],...
EXCEL	TDIST	compatibility	have	dispatches on its `tails` argument between T.DIST.RT and T.DIST.2T	0	0	x,deg_freedom,tails
EXCEL	TINV	compatibility	have	alias of T.INV.2T — two-tailed, differs from T.INV by a factor of two	0	0	probability,deg_freedom
EXCEL	TTEST	compatibility	have	SwiftExcelFunctions	0	0	array1,array2,tails,type
EXCEL	VAR	compatibility	have	stats	0	0	number1,[number2],...
EXCEL	VARP	compatibility	have	stats	0	0	number1,[number2],...
EXCEL	WEIBULL	compatibility	have	SwiftExcelFunctions	0	0	x,alpha,beta,cumulative
EXCEL	ZTEST	compatibility	have	SwiftExcelFunctions	0	0	array,x,[sigma]
PSI	PsiAbsDev	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiAPARCH11	distribution	have	AsymmetricPowerArch(unconditionalVolatility:) — BusinessMath 2.17.0	0	0	mean, volatility, delta, gamma, err_coef, ar_coef, val0, stdev0|confirmed
PSI	PsiAR1	distribution	have	risksolver	0	0	mean, volatility, coef1, val0|confirmed
PSI	PsiAR2	distribution	have	risksolver	0	0	mean, volatility, coef1, coef2, val0, val1|confirmed
PSI	PsiARCH1	distribution	have	risksolver	0	0	mean, volatility, err_coef, val0|confirmed
PSI	PsiARMA11	distribution	have	risksolver	0	0	mean, volatility, ar_coef, ma_coef, val0, err0|confirmed
PSI	PsiBaseCase	property	have	risksolver	95	7	value|confirmed
PSI	PsiBernoulli	distribution	have	risksolver	45	2	p|confirmed
PSI	PsiBeta	distribution	have	risksolver	0	0	alpha1, alpha2|confirmed
PSI	PsiBetaGen	distribution	have	risksolver	0	0	alpha1, alpha2, a, b|confirmed
PSI	PsiBetaGenAlt	distribution	have	risksolver	0	0	4 name/value or percentile/value pairs, chosen from: percentile1, percentile2, percentile3, percentile4, shape1, shape2, min, max|confirmed
PSI	PsiBetaSubj	distribution	have	risksolver	0	0	a (min), c (likely), mean, b (max)|confirmed
PSI	PsiBinomial	distribution	have	risksolver	0	0	n, p|confirmed
PSI	PsiBoxFunction	other	out of scope	names a user function for Analytic Solver's black-box optimiser to call; the calling is the engine's, not the evaluator's	0	0	table_range, Arg1, Arg2|confirmed
PSI	PsiBoxIterator	other	out of scope	the iteration counter of that black-box optimiser's loop	0	0	table_range|confirmed
PSI	PsiBurr12	distribution	have	risksolver	0	0	loc, scale, shape1, shape2|confirmed
PSI	PsiCalcParam	other	out of scope	reads a parameter of the active parametric analysis — same run structure as the cube family	0	0	values_or_lower, upper, base_case|confirmed
PSI	PsiCalcValue	other	out of scope	reads a value from that analysis's result grid	0	0	Output_cell, paramidx|confirmed
PSI	PsiCategory	property	have	BuiltinRiskSolverProperties	0	0	string|confirmed
PSI	PsiCauchy	distribution	have	risksolver	0	0	loc, lambda|confirmed
PSI	PsiCauchyAlt	distribution	have	risksolver	0	0	2 percentile/value pairs: percentile1, value1, percentile2, value2|confirmed
PSI	PsiCensor	property	out of scope	marks censored observations for distribution fitting; belongs to the fitting surface, not to evaluation	0	0	min, max, type|confirmed
PSI	PsiCertified	distribution	not ours	names a stored SIP or declares a role — address arithmetic, not mathematics	0	0	name, sipname|confirmed
PSI	PsiCertify	property	out of scope	an Analytic Solver licensing and model-certification directive	0	0	name, default_value, short_description, full_description, version, author, copyright, trademark, history|confirmed
PSI	PsiChiSquare	distribution	have	risksolver	0	0	df|confirmed
PSI	PsiChiSquareAlt	distribution	have	risksolver	0	0	1 parameter, chosen from: percentile or var|confirmed
PSI	PsiCITrials	statistic	out of scope	how many more trials a confidence target needs; a property of a run loop that can stop and restart, which a formula evaluator is not	0	0	cell, confidence_level, tolerance, simulation, struc_format, param_slice|confirmed
PSI	PsiClassifyCT	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiClassifyCTEnsemble	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiClassifyDA	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiClassifyLR	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiClassifyNB	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiClassifyNN	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiClassifyNNEnsemble	other	out of scope	reads a model trained in Analytic Solver Data Mining's dialogs — the fitted coefficients, tree or network live in the add-in's own storage, not in the formula, so there is nothing in the workbook for an evaluator to read	0	0	UNCONFIRMED|confirmed
PSI	PsiCoeffVar	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiCollect	property	have	BuiltinRiskSolverProperties	0	0	UNCONFIRMED|inferred
PSI	PsiCompound	property	out of scope	compounds one distribution's draw into another's parameter across trials, which needs the trial loop	0	0	number_cell, deduction, limit|confirmed
PSI	PsiCon	annotation	not ours	role declaration, belongs with solver_adj	0	0	LHS, relation, RHS, active, chance_type, chance_measure, comment, model_name, critical|confirmed
PSI	PsiConverged	statistic	out of scope	whether a run met its convergence criteria; the criteria are PsiConvergence, already out of scope for the same reason	0	0	output_cell, [simulation]|confirmed
PSI	PsiConvergence	property	out of scope	sets when a run may stop; there is no run loop here to stop	0	0	tol, type, level, mean, stdev, perc, val|confirmed
PSI	PsiCopula	property	out of scope	a dependence structure across several inputs — same reason as PsiCorrDepen, and needs the joint draw this evaluator does not make	0	0	type, param, reflection, instance|confirmed
PSI	PsiCopulaGauss	property	out of scope	a Gaussian copula across several inputs; needs a joint draw	0	0	number_range, position, instance|confirmed
PSI	PsiCopulaStudent	property	out of scope	a Student copula across several inputs; needs a joint draw	0	0	number_range, position, df, instance|confirmed
PSI	PsiCorrDepen	property	out of scope	joins inputs into a correlated group; correlation is a property of a set of inputs drawn together, and this evaluator draws one cell at a time	0	0	corrname, coefficient|confirmed
PSI	PsiCorrelation	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell1, cell2, simulation|confirmed
PSI	PsiCorrIndep	property	out of scope	the same, declaring independence within a group	0	0	corrname|confirmed
PSI	PsiCorrMatrix	property	bindable	isValidCorrelationMatrix	0	0	matrix_cell_range, position, instance|confirmed
PSI	PsiCount	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, type, simulation|confirmed
PSI	PsiCube	other	out of scope	addresses a multi-dimensional parametric analysis — a grid of solves across parameter values, which is a run structure rather than a formula	0	0	range_with_values, dim1, dim2, dim3|confirmed
PSI	PsiCubeData	other	out of scope	addresses a multi-dimensional parametric analysis — a grid of solves across parameter values, which is a run structure rather than a formula	0	0	output_cell, struc_format|confirmed
PSI	PsiCubeOutput	other	out of scope	addresses a multi-dimensional parametric analysis — a grid of solves across parameter values, which is a run structure rather than a formula	0	0	output_cell|confirmed
PSI	PsiCumul	distribution	have	risksolver	0	0	a, b, {x1..xn}, {p1..pn}|confirmed
PSI	PsiCumulD	distribution	have	risksolver	0	0	min, max, {x1..xn}, {p1..pn}|confirmed
PSI	PsiCurrentOpt	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	(none)|inferred
PSI	PsiBVaR	statistic	have	SimulationResults.valueAtRisk — negate at binding	4	3	cell, percentile, simulation, [struc_format], [param_slice]|confirmed
PSI	PsiCVaR	statistic	have	SimulationResults.conditionalValueAtRisk — negate at binding; tail exact	1	1	cell, percentile, simulation, struc_format, param_slice|confirmed
PSI	PsiDagum	distribution	have	risksolver	0	0	loc, scale, shape1, shape2|confirmed
PSI	PsiData	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, trial, simulation, struc_format, param_slice|confirmed
PSI	PsiDataSrc	other	out of scope	a data connection or transformation step in Analytic Solver's ETL surface; it names external data this package is never handed	0	0	src_name, val_col_names, data, idx1_name, idx1_elem, idx2_name, idx2_elem|confirmed
PSI	PsiDblTriang	distribution	have	risksolver	0	0	min, likely, max, p|confirmed
PSI	PsiDecTable	other	out of scope	a decision table — a payoff grid with its own evaluation rules, which is a modelling construct rather than a function of its arguments	0	0	table_range, output, ret_header, input_val1, input_val2|confirmed
PSI	PsiDim	other	out of scope	addresses a multi-dimensional parametric analysis — a grid of solves across parameter values, which is a run structure rather than a formula	0	0	name, range_or_array|confirmed
PSI	PsiDimActive	property	out of scope	selects the active slice of a multi-dimensional parametric analysis	0	0	opt, sim, sen|confirmed
PSI	PsiDimLock	property	out of scope	locks a dimension of a multi-dimensional parametric analysis	0	0	elem_or_index|confirmed
PSI	PsiDiscrete	distribution	have	risksolver	20	8	{x1..xn}, {p1..pn}|confirmed
PSI	PsiDistInfo	statistic	out of scope	metadata about a distribution fitted by PsiFit's dialog; the fit is the add-in's	0	0	cell, [info]|confirmed
PSI	PsiDisUniform	distribution	have	risksolver	0	0	{x1..xn}|confirmed
PSI	PsiDualLower	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	cell, optimization|confirmed
PSI	PsiDualUpper	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	cell, optimization|confirmed
PSI	PsiDualValue	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	cell, optimization, upper|confirmed
PSI	PsiEGARCH11	distribution	have	risksolver	0	0	mean, volatility, theta, gamma, err_coef, ar_coef, val0, stdev0|confirmed
PSI	PsiEngine	annotation	not ours	role declaration, belongs with solver_adj	0	0	engine_name, model_name|confirmed
PSI	PsiErf	distribution	have	risksolver	0	0	h|confirmed
PSI	PsiErfAlt	distribution	have	risksolver	0	0	1 parameter, chosen from: percentile or var|confirmed
PSI	PsiErlang	distribution	have	risksolver	0	0	k, beta|confirmed
PSI	PsiExpGain	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiExpGainRatio	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiExpLoss	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiExpLossRatio	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiExponential	distribution	have	risksolver	0	0	beta|confirmed
PSI	PsiExponentialAlt	distribution	have	risksolver	0	0	1 parameter, chosen from: percentile or var|confirmed
PSI	PsiExport	other	out of scope	a data connection or transformation step in Analytic Solver's ETL surface; it names external data this package is never handed	0	0	src_name, src_type, connection, data_range, result|confirmed
PSI	PsiExpValMargin	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, simulation, struc_format, param_slice|confirmed
PSI	PsiFatigueLife	distribution	have	risksolver	0	0	loc, scale, shape|confirmed
PSI	PsiFatigueLifeAlt	distribution	have	risksolver	0	0	3 name/value pairs, names chosen from: loc, scale, shape, or a percentile (0-1); e.g. PsiFatigueLifeAlt(5%, 1.5, 50%, 2.5, 95%, 4.5)|confirmed
PSI	PsiFDist	distribution	have	risksolver	0	0	df1, df2|confirmed
PSI	PsiFinalValue	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	cell, optimization|confirmed
PSI	PsiFit	distribution	have	risksolver	0	0	data|confirmed
PSI	PsiFitInfo	property	out of scope	reports on a fit produced by PsiFit's dialog; the fit is the add-in's, not this package's	0	0	name, criterion|confirmed
PSI	PsiForecast	other	bindable	linearRegression	0	0	Model, Input_Data, Simulate, Num_Forecasts, Header|confirmed
PSI	PsiForecastARIMA	other	out of scope	no ARIMA upstream; BusinessMath has moving average and exponential smoothing but no Box-Jenkins fitting, and the mathematics belongs there rather than in a binding layer	0	0	UNCONFIRMED|confirmed
PSI	PsiForecastDoubleExp	other	have	BuiltinRiskSolverForecast	0	0	UNCONFIRMED|confirmed
PSI	PsiForecastETS	other	out of scope	no error-trend-seasonal state-space model upstream, for the same reason as PsiForecastARIMA	0	0	target_date, values, timeline, seasonality, data_completion, aggregation, simulate|confirmed
PSI	PsiForecastExp	other	have	BuiltinRiskSolverForecast	0	0	UNCONFIRMED|confirmed
PSI	PsiForecastHoltWinters	other	out of scope	no triple exponential smoothing upstream; BusinessMath has double, which is the same family one order down	0	0	UNCONFIRMED|confirmed
PSI	PsiForecastLinear	other	have	BuiltinRiskSolverForecast	0	0	X, known_ys, known_xs, simulate|confirmed
PSI	PsiForecastMovingAvg	other	have	BuiltinRiskSolverForecast	0	0	UNCONFIRMED|confirmed
PSI	PsiFrechet	distribution	have	risksolver	0	0	loc, scale, shape|confirmed
PSI	PsiFrechetAlt	distribution	have	risksolver	0	0	3 name/value pairs, names chosen from: loc, scale, shape, or a percentile (0-1)|confirmed
PSI	PsiFrequency	statistic	have	BuiltinRiskSolverRunStatistics	0	0	cell, freq_type, bin_bounds, simulation|confirmed
PSI	PsiGamma	distribution	have	risksolver	0	0	alpha, beta|confirmed
PSI	PsiGammaAlt	distribution	have	risksolver	0	0	2 parameters, chosen from: percentile1, percentile2, mean, var, shape, scale|confirmed
PSI	PsiGARCH11	distribution	have	risksolver	0	0	mean, volatility, err_coef, ar_coef, val0, stdev0|confirmed
PSI	PsiGeneral	distribution	have	risksolver	0	0	a, b, {x1..xn}, {w1..wn}|confirmed
PSI	PsiGeometric	distribution	have	risksolver	0	0	p|confirmed
PSI	PsiHistogram	distribution	have	risksolver	0	0	a, b, {w1..wn}|confirmed
PSI	PsiHyperGeo	distribution	have	risksolver	0	0	n, D, M|confirmed
PSI	PsiHypSecant	distribution	have	risksolver	0	0	loc, scale|confirmed
PSI	PsiHypSecantAlt	distribution	have	risksolver	0	0	2 parameters: two different percentiles, or percentile and loc, or percentile and scale|confirmed
PSI	PsiInitialValue	other	out of scope	reports a value from a COMPLETED optimisation. This package reads Solver models (ExcelSolverReader) and BusinessMath can solve them, but there is no seam carrying a finished solve back to the evaluator — the exact counterpart of SimulationResultProvider, and the one addition that would make this whole group implementable at once	0	0	cell, optimization|confirmed
PSI	PsiInput	annotation	not ours	role declaration, belongs with solver_adj	0	0	cell_or_name|confirmed
PSI	PsiIntUniform	distribution	have	risksolver	6	1	a, b|confirmed
PSI	PsiInvNormal	distribution	have	risksolver	0	0	mu, lambda|confirmed
PSI	PsiInvNormalAlt	distribution	have	risksolver	0	0	2 parameters, chosen from: two different percentiles, mean, var, scale|confirmed
PSI	PsiJohnsonSB	distribution	have	risksolver	0	0	shape1, shape2, min, max|confirmed
PSI	PsiJohnsonSU	distribution	have	risksolver	0	0	shape1, shape2, loc, scale|confirmed
PSI	PsiJoin	other	out of scope	a data connection or transformation step in Analytic Solver's ETL surface; it names external data this package is never handed	0	0	Table1, Table2, Clause, Return_table|confirmed
PSI	PsiKendallTau	statistic	out of scope	no Kendall tau-b upstream — BusinessMath has kendallW, a different statistic — and an O(n^2) pairwise count is not viable across a run's trials; the O(n log n) form belongs in BusinessMath beside spearmansRho, not in a binding layer	0	0	cell1, cell2|confirmed
PSI	PsiKumaraswamy	distribution	have	risksolver	0	0	shape1, shape2, min, max|confirmed
